id,category,section,question,honbun,choice1,choice2,choice3,choice4,answer
Q00199,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,侍従大納言の姫君のおはするな。大納言殿に<知ら>せたてまつらばや。,終止形,連用形,未然形,連体形,未然形
Q00208,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,見むもなかなかなべければ、内にも<入ら>ず。,終止形,連用形,未然形,連体形,未然形
Q00126,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,物詣でをわづかにしても、はかばかしく人のやうならむとも<念ぜ>られず。,連体形,連用形,終止形,未然形,未然形
Q00153,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,ねむごろに語らふ人の、かうて後<訪れ>ぬに、,未然形,連用形,終止形,連体形,未然形
Q00222,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,「いづら猫は。こち率て<来>」,未然形,連用形,已然形,命令形,命令形
Q00138,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,侍従大納言の姫君の<おはする>な。,連体形,連用形,終止形,未然形,連体形
Q00173,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,人びとをかしがりて、歌よみなど<する>に、,連体形,連用形,終止形,未然形,連体形
Q00221,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,さるべきやうありて、秋ごろ和泉に<下る>に、,未然形,連体形,終止形,連用形,連体形
Q00182,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,人びといみじうあはれがりて、けぢかくて、人びともて<興ずる>に、,未然形,連用形,連体形,終止形,連体形
Q00194,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,心も得ず心もとなく思ふ源氏を、一の巻よりして、人もまじらず、几帳の内にうち臥して、引き出でつつ<見る>心地、后の位も何にかはせむ。,未然形,連体形,終止形,連用形,連体形
Q00169,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,世の中に物語と<いふ>もののあんなるを、いかで見ばやとおもひつつ、,未然形,連用形,連体形,終止形,連体形
Q00142,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,世の中の憂きも辛きもをかしきも、かたみに言ひ<語らふ>人、,未然形,連用形,終止形,連体形,連体形
Q00187,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,その国の人の出でて<語る>やう、,連体形,連用形,終止形,未然形,連体形
Q00175,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,いと恋しければ、行かまほしく<おもふ>に、兄なる人抱きて率て行きたり。,未然形,連用形,連体形,終止形,連体形
Q00141,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,御前たちも、かならずさ<おぼす>ゆゑはべらむかし。,未然形,連用形,連体形,終止形,連体形
Q00150,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,二十余日の暁方の月、いみじくあはれに山の方は小暗く、滝の音も<似る>ものなくのみ眺められて、,未然形,連用形,終止形,連体形,連体形
Q00184,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,えもいはず大きなる石の四方なる中に、穴のあきたる中より<出づる>水の清くつめたきことかぎりなし。,未然形,連体形,終止形,連用形,連体形
Q00164,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,「あれは物詣で人なめりな。月日しもこそ世に多かれ」と<笑ふ>中に、いかなる心ある人にか、,未然形,連体形,終止形,連用形,連体形
Q00216,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,いみじう風の<吹く>日、宇治の渡りをするに、網代いと近う漕ぎ寄りたり。,未然形,連用形,連体形,終止形,連体形
Q00151,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,池の鳥どもの、夜もすがら声々羽ぶき<さわぐ>音のするに、目も覚めて、,未然形,連体形,終止形,連用形,連体形
Q00209,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,物へ行くにもろともに来べき人<待つ>なるべし。,連体形,連用形,終止形,未然形,連体形
Q00158,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,武蔵の国の衛士の男なむ、いと香ばしき物を首にひきかけて、<飛ぶ>やうに逃げける,未然形,連用形,終止形,連体形,連体形
Q00120,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,又の日もいみじく雪降り荒れて、宮に語らひ<聞こゆる>人の具したまへると、物語りして心細さを慰む。,未然形,連用形,連体形,終止形,連体形
Q00136,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,いといみじう侘しく恐ろしうて、夜を<明かす>ほど、千歳を過ぐす心地す。,未然形,連体形,終止形,連用形,連体形
Q00170,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,京にとくあげたまひて、物語のおほくはべるなる、<ある>かぎり見せたまへ,未然形,連用形,終止形,連体形,連体形
Q00205,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,暁になりやしぬらむと思ふほどに、山の方より人あまた<来る>音す。,未然形,連体形,終止形,連用形,連体形
Q00190,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,不破の関、あつみの山など<越え>て、近江の国おきながといふ人の家に宿りて、四五日あり。,未然形,連体形,終止形,連用形,連用形
Q00134,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,「難波わたりに比ぶれば」とめでたく<歌ひ>たり。,未然形,連用形,終止形,連体形,連用形
Q00140,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,月のころ、竹のもと近くて風の音に目のみ<覚め>て、うちとけて寝られぬころ、,未然形,連用形,終止形,連体形,連用形
Q00147,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,三河と尾張となるしかすがのわたり、げに思ひ<わづらひ>ぬべくをかし。,未然形,連用形,終止形,連体形,連用形
Q00203,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,袖をうちおほひて、いま一人をもかき<寄せ>て、思ふぞいみじきや。,連用形,未然形,終止形,連体形,連用形
Q00154,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,などて、多くの年月を、いたづらにて臥し<起き>しに、おこなひをも物詣でをもせざりけむ。,未然形,連用形,終止形,連体形,連用形
Q00167,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,十日ばかりありて、まかでたれば、父母、炭櫃に火など<おこし>て待ちゐたりけり。,未然形,終止形,連用形,連体形,連用形
Q00193,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,母、物語など<求め>て見せたまふに、げにおのづから慰みゆく。,未然形,終止形,連用形,連体形,連用形
Q00123,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,うち<おどろき>たれば、夢なりけり。,未然形,連体形,終止形,連用形,連用形
Q00157,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,雪の日を<経>て降るころ、吉野山に住む尼君を思ひやる。,未然形,終止形,連用形,連体形,連用形
Q00185,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,富士の山はこの国なり。我が生ひ出でし国にては、西面に<見え>し山なり。,未然形,終止形,連用形,連体形,連用形
Q00135,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,<呼び>わづらひて、笛をいとをかしく吹きすまして、過ぎぬなり。,未然形,終止形,連用形,連体形,連用形
Q00146,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,広々と<荒れ>たる所の、過ぎ来つる山々にも劣らず、大きにおそろしげなる深山木どものやうにて、都の内とも見えぬ所のさまなり。,未然形,連体形,終止形,連用形,連用形
Q00116,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,弥生の朔日ごろに、西山の奥なる所に<行き>たる、人目も見えず、のどのどと霞みわたりたるに、,未然形,連体形,終止形,連用形,連用形
Q00210,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,几帳おし出でたる下より色々の衣こぼれ出で、梅桜<咲き>たるに、鴬木伝ひ鳴きたるを見せて、『これを見るはうれしな』とのたまふとなむ見えし。,未然形,連用形,終止形,連体形,連用形
Q00211,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,この御堂の東におはする丈六の仏は、そこの<造り>たりしなり。,未然形,連体形,終止形,連用形,連用形
Q00139,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,夜深く出でしかば、人びと困じて野路地といふ所に<留まり>て、,未然形,終止形,連用形,連体形,連用形
Q00212,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,いといふかひなく、詣で仕うまつることもなくて<やみ>にき。,連用形,未然形,終止形,連体形,連用形
Q00132,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,秋の夜は、おぼし<捨て>つるななりな。,未然形,連体形,終止形,連用形,連用形
Q00215,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,舟の舵<とり>たる男ども、舟を待つ人の数も知らぬに心おごりしたるけしきにて、,未然形,連体形,終止形,連用形,連用形
Q00200,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,世の中に「長恨歌」といふ書を物語に<書き>てある所あんなりと聞くに,連用形,未然形,終止形,連体形,連用形
Q00130,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,三月といふに武蔵の国に行き着きて、この男を尋ぬるに、この皇女、おほやけ使ひを<召し>て、,未然形,連体形,終止形,連用形,連用形
Q00127,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,冬深くなりたれば、川風けはしく吹き<上げ>つつ堪へがたくおぼえけり。,未然形,連用形,終止形,連体形,連用形
Q00118,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,あづまに下りし親、からうじて<上り>て、西山なる所に落ち着きたれば、,未然形,連用形,終止形,連体形,連用形
Q00155,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,冬になりて上るに、大津といふ浦に舟に<乗り>たるに、,未然形,連体形,終止形,連用形,連用形
Q00201,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,かやうに明くるまで眺めあかいて、夜明けてぞみな人<寝>ぬる。,未然形,連用形,終止形,連体形,連用形
Q00119,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,前の世にその御寺に仏念じ<申し>けむ力に、おのづからようもやあらまし。,未然形,連体形,終止形,連用形,連用形
Q00219,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,野中にかりそめに庵造りて<据ゑ>たれば、人はただ野にゐて夜を明かす。,未然形,終止形,連用形,連体形,連用形
Q00115,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,昔の人の、必ず求めておこせよ、とありしかば求めしに、その折はえ見出でず<なり>にしを、,未然形,連用形,終止形,連体形,連用形
Q00183,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,葵のただ三筋ばかりあるを、世ばなれてかかる山中にしも<生ひ>けむよと、人びとあはれがる。,連用形,未然形,終止形,連体形,連用形
Q00159,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,道顕証ならぬ先にと、夜深う出でしかば立ち<遅れ>たる人びとも待ち、,連用形,未然形,終止形,連体形,連用形
Q00191,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,いと暗くなりて三条の宮の西なる所に<着き>ぬ。,未然形,連用形,終止形,連体形,連用形
Q00129,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,菊の濃く薄き八つばかりに、濃き掻練を上に<着>たり。,未然形,連用形,終止形,連体形,連用形
Q00117,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,姉なる人、空をつくづくと<眺め>て、,連用形,未然形,終止形,連体形,連用形
Q00180,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,あすだ河といふ、在五中将の「いざ言問いはむ」と<詠み>けるわたりなり。,未然形,連体形,終止形,連用形,連用形
Q00166,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,見しままに<燃え>し煙は尽きにしをいかが尋ねし野辺の笹原,連用形,未然形,終止形,連体形,連用形
Q00176,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,紅の上に着てうち<悩み>て臥したる月影、,未然形,連体形,終止形,連用形,連用形
Q00213,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,三日さぶらひて<まかで>ぬ。,連用形,未然形,終止形,連体形,連用形
Q00121,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,はしるはしるわづかに見つつ、心も得ず心もとなく思ふ源氏を、一の巻よりして、人もまじらず、几帳の内にうち<臥し>て、引き出でつつ見る心地、后の位も何にかはせむ。,連用形,未然形,終止形,連体形,連用形
Q00168,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,にしとみといふ所の山、絵よく描きたらむ屏風を立て<並べ>たらむやうなり。,未然形,連体形,終止形,連用形,連用形
Q00179,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,はや<帰り>て朝廷に、このよしを奏せよ,連用形,未然形,終止形,連体形,連用形
Q00131,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,たたくとも誰れか水鶏の<暮れ>ぬるに山路を深く尋ねては来む,未然形,終止形,連用形,連体形,連用形
Q00125,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,松里のわたりの月影あはれに見し乳母も、三月一日に<亡くなり>ぬ。,未然形,終止形,連用形,連体形,連用形
Q00202,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,「大納言殿の姫君」と呼びしかば、聞き知り顔に<鳴き>て歩み来などせしかば、,未然形,連体形,終止形,連用形,連用形
Q00178,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,これはいにしへ竹芝といふ坂なり。国の人の<あり>けるを、,未然形,連体形,終止形,連用形,連用形
Q00162,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,富士川といふは、富士の山より<落ち>たる水なり。,未然形,連体形,終止形,連用形,連用形
Q00149,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,乳母なる人は男などもなくなして、境にて子産みたりしかば、<離れ>て別に上る。,未然形,終止形,連用形,連体形,連用形
Q00114,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,母、一尺の鏡を鋳させて、え<率>て参らぬかはりにとて、僧を出だし立てて、初瀬に詣でさすめり。,未然形,連体形,終止形,連用形,連用形
Q00174,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,そのつとめて、そこを<立ち>て、下総の国と武蔵との境にてあるふとゐ河といふが上の瀬、松里のわたりの津に泊まりて、,未然形,連用形,終止形,連体形,連用形
Q00186,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,白き水はやく<流れ>たり。,未然形,連体形,終止形,連用形,連用形
Q00143,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,「硯の水の凍れば、みな閉ぢられて<とどめ>つ」と言ひたるに、,連用形,未然形,終止形,連体形,連用形
Q00145,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,その返る年、四月の夜中ばかりに、火の事ありて、大納言殿の姫君と思ひ<かしづき>し猫も焼けぬ。,未然形,終止形,連用形,連体形,連用形
Q00217,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,また石山に<籠もり>たれば、夜もすがら雨ぞいみじく降る。,連用形,未然形,終止形,連体形,連用形
Q00172,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,庵なども浮きぬばかりに雨降りなど<すれ>ば、おそろしくて、寝も寝られず。,未然形,連用形,已然形,命令形,已然形
Q00218,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,また初瀬に<詣づれ>ば、初めにこよなくもの頼もし。,未然形,已然形,連用形,命令形,已然形
Q00192,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,また<聞け>ば、侍従の大納言の御むすめ亡くなりたまひぬなり。,未然形,已然形,連用形,命令形,已然形
Q00177,動詞,動詞②,傍線部の語の活用形として正しいものを選べ。,はるかにははさうなどいふ所の廊の跡の礎などあり。いかなる所ぞと<問へ>ば、,未然形,連用形,已然形,命令形,已然形
Q00306,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,継母なりし人、下りし国の名を宮にも言はるるに、異人通はしてのちもなほその名を言はると聞きて、親の今は<あいなき>よし言ひにやらむとあるに、,已然形,連体形,終止形,連用形,連体形
Q00319,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,ともに行く人びともいといみじく物ゆかしげなるは、<いとほしけれ>ど、「物見て何にかはせむ。かかる折にま詣でむ心ざしを、さりとも思しなむ。かならず仏の御しるしを見む」と思ひ立ちて、その暁に京を出づるに、,已然形,連体形,終止形,連用形,已然形
Q00284,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,おのづからなどは、そらにおぼえ浮かぶを、<いみじき>ことに思ふに、,已然形,連体形,終止形,連用形,連体形
Q00282,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,在中将、とほぎみ、芹河、しらら、あさうづなどいふ物語ども、一袋取り入れて、得て帰る心地のうれしさぞ<いみじき>や。 ,已然形,連体形,終止形,連用形,連体形
Q00235,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,紅の上に着てうち悩みて臥したる月影、さやうの人には<こよなく>すぎて、,已然形,連体形,終止形,連用形,連用形
Q00276,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,尋ねて、文やりたれば、めづらしがりて喜びて、御前のを下ろしたるとて、わざと<めでたき>冊子ども、硯箱の蓋に入れておこせたり。,已然形,連体形,終止形,連用形,連体形
Q00307,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,浮舟の女君のやうに山里に隠し据ゑられて、花、紅葉、月、雪を眺めて、いと心細げにて、<めでたから>む御文などを、時々待ち見などこそせめ」とばかり思ひつづけ、あらましごとにもおほえけり。,未然形,連用形,終止形,連体形,未然形
Q00238,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,いそぎ率ていかるる心地、いとあかず<わりなし>。,已然形,連体形,終止形,連用形,終止形
Q00285,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,物語のことをのみ心にしめて、われはこのごろ<悪ろき>ぞかし。盛りにならば、かたちもかぎりなくよく、髪もいみじく長くなりなむ。,已然形,連体形,終止形,連用形,連体形
Q00270,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,外の海はいといみじく<悪しく>、浪高くて入江のいたづらなる洲どもに、ことものもなく松原の茂れる中より浪の寄せ返るも、色々の玉のやうに見え、まことに松のよりな浪は,已然形,連体形,終止形,連用形,連用形
Q00309,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,幼かりし時、東の国に率て下りてだに、心地もいささか<悪しけれ>ば、これをや、この国に見捨てて、まどはむとすらむと思ふ。,已然形,連体形,終止形,連用形,已然形
Q00320,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,行き違ふ馬も車も徒歩人も、「あれはなぞ、あれはなぞ」と、<安から>ず言ひ驚き、あさみ笑ひ、あざける者どももあり。,未然形,連用形,終止形,連体形,未然形
Q00274,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,<暗く>行き着くべくと、申の時ばかりにたちて行けば、関近くなりて、,已然形,連体形,終止形,連用形,連用形
Q00253,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,麓に宿りたるに、月もなく<暗き>夜の、闇にまどふやうなるに、遊女三人いづくよりともなく出で来たり。,已然形,連体形,終止形,連用形,連体形
Q00308,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,親からうじて、遥かに<遠き>東になりて、,已然形,連体形,終止形,連用形,連体形
Q00229,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,夕霧立ちわたりていみじう<をかしけれ>ば、朝寝などもせず、かたがた見つつ、ここを立ちなむこともあはれに悲しきに、,已然形,連体形,終止形,連用形,已然形
Q00271,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,三河と尾張となるしかすがのわたり、げに思ひわづらひぬべく<をかし>。,已然形,連体形,終止形,連用形,終止形
Q00265,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,<あやし>、あさましと思ひて、取り上げて、ほして、をさめたりしを、かへる年の司召にこの文に書かれたりし、一つたがはず、,已然形,連体形,終止形,連用形,終止形
Q00223,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,あづまぢの道のはてよりも、なほおくつかたに生ひ出てたる人、いかばかりかは<あやしかり>けむを、,已然形,連体形,終止形,連用形,連用形
Q00304,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,驚きて見やりたれば、鹿の縁のもとまで来て、うち鳴いたる、近うては<なつかしから>ぬものの声なり。,未然形,連用形,終止形,連体形,未然形
Q00277,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,<うれしく>いみじくて、昼夜、これを見るよりうちはじめ、またまたも見まほしきに、ありもつかぬ都のほとりに、誰れかは物語もとめ見する人のあらむ。,已然形,連体形,終止形,連用形,連用形
Q00311,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,梅桜咲きたるに、鴬木伝ひ鳴きたるを見せて、『これを見るは<うれし>な』とのたまふとなむ見えし,已然形,連体形,終止形,連用形,終止形
Q00329,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,こと人の目には見つけたてまつらず、われ一人見たてまつるに、さすがにいみじく<け恐ろしけれ>ば、簾のもと近くよりてもえ見たてまつらねば、,已然形,連体形,終止形,連用形,已然形
Q00256,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,人びといみじうあはれがりて、<けぢかく>て、人びともて興ずるに、,已然形,連体形,終止形,連用形,連用形
Q00244,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,酒壺のことを、いま一かへり申しければ、 『われ率て行きて見せよ。さ言ふやうあり』と、仰せられければ、かしこく<おそろし>と思ひけれど、さるべきにやありけむ、負ひたてまつりて下るに、論なく人追ひて来らむと思ひて、その夜、勢多の橋のもとに、この宮を据ゑたてまつり,已然形,連体形,終止形,連用形,終止形
Q00290,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,姉なる人、空をつくづくと眺めて、 「ただ今行方なく飛び失せなば、いかが思ふべき」と問ふに、なま<恐ろし>と思へるけしきを見て、異事に言ひなして、笑ひなどして聞けば、,已然形,連体形,終止形,連用形,終止形
Q00293,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,たとしへなく<狭き>所の、庭のほどもなく、木などもなきに、いと心憂きに向かひなる所に梅、紅梅など咲き乱れて、風につけて、かかへ来るにつけても、住みなれ,已然形,連体形,終止形,連用形,連体形
Q00287,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,五月ついたちごろ、つま<近き>花橘のいと白く散りたるを眺めて、 ,已然形,連体形,終止形,連用形,連体形
Q00299,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,霊山<近き>所なれば、詣でて拝みたてまつるに、いと苦しければ、山寺なる石井に寄りて、,已然形,連体形,終止形,連用形,連体形
Q00300,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,霊山近き所なれば、詣でて拝みたてまつるに、いと<苦しけれ>ば、山寺なる石井に寄りて、手にむすびつつ飲みて、,已然形,連体形,終止形,連用形,已然形
Q00267,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,いみじく<苦しけれ>ば、天中といふ川のつらに、仮屋造り設けたりければ、そこにて日ごろ過ぐるほどにぞ、やうやうおこたる。,已然形,連体形,終止形,連用形,已然形
Q00316,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,逃げ入りて、局なる人びと、呼びあげなどせむも<見苦し>。,已然形,連体形,終止形,連用形,終止形
Q00243,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,『われ率て行きて見せよ。さ言ふやうあり』と、仰せられければ、<かしこく>おそろしと思ひけれど、さるべきにやありけむ、負ひたてまつりて下るに、,已然形,連体形,終止形,連用形,連用形
Q00268,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,冬深くなりたれば、川風<けはしく>吹き上げつつ堪へがたくおぼえけり。,已然形,連体形,終止形,連用形,連用形
Q00260,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,えもいはず大きなる石の四方なる中に、穴のあきたる中より出づる水の清くつめたきこと<かぎりなし>。,已然形,連体形,終止形,連用形,終止形
Q00312,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,これぞ別れの門出と、言ひ知らせしほどの悲しさよりは、平らかに待ちつけたるうれしさも<かぎりなけれ>ど、,已然形,連体形,終止形,連用形,已然形
Q00317,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,おとなしく静やかなるけはひにて、物など言ふ<口惜しから>ざなり。,未然形,連用形,終止形,連体形,未然形
Q00327,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,秋になりて待ち出でたるやうなれど、思ひしにはあらず、いと本意なく<口惜し>。,已然形,連体形,終止形,連用形,終止形
Q00325,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,例の奈良坂のこなたに、小家などに、このたびはいと類<広けれ>ば、え宿るまじうて、野中にかりそめに庵造りて据ゑたれば、人はただ野にゐて夜を明かす。,已然形,連体形,終止形,連用形,已然形
Q00298,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,返る年、睦月の司召に親の喜びすべきことありしに、<かひなき>つとめて、同じ心に思ふべき人のもとより、「さりともと思ひつつ、明くるを待ちつる心もとなさ」と言ひて、 ,已然形,連体形,終止形,連用形,連体形
Q00246,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,帝、后、皇女失せたまひぬと思しまどひ、求めたまふに、 『武蔵の国の衛士の男なむ、いと<香ばしき>物を首にひきかけて、飛ぶやうに逃げける』と申し出でて、この男を尋ぬるに、なかりけり。,已然形,連体形,終止形,連用形,連体形
Q00241,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,砂子白くなどもなく、こひぢのやうにてむらさき生ふと聞く野も、蘆荻のみ高く生ひて、馬に乗りて弓持たる末見えぬまで<高く>生ひ茂りて、中をわけ行くに、竹芝といふ寺あり。 [竹芝寺伝説] はるかにははさうなどいふ所の廊の跡の礎などあり。いかなる所ぞと問へば、,已然形,連体形,終止形,連用形,連用形
Q00240,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,浜も砂子白くなどもなく、こひぢのやうにてむらさき生ふと聞く野も、蘆荻のみ<高く>生ひて、,已然形,連体形,終止形,連用形,連用形
Q00234,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,-,已然形,連体形,終止形,連用形,連用形
Q00225,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,「京に<とく>あげたまひて、物語のおほくはべるなる、あるかぎり見せたまへ」,已然形,連体形,終止形,連用形,連用形
Q00263,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,一年ごろ、物にまかりたりしに、いと<暑かり>しかば、この水のつらに休みつつ見れば、川上の方より黄なる物流れ来て、物につきてとどまりたるを見れば、反故なり。,已然形,連体形,終止形,連用形,連用形
Q00301,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,ほのぼのと明けゆく山際、<小暗き>梢ども霧りわたりて、花紅葉の盛りよりも、何となく茂りわたれる空のけしき、曇らはしくをかしきに、,已然形,連体形,終止形,連用形,連体形
Q00242,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,この男の、かくひとりごつを、いとあはれに、いかなるひさごの、いかになびくならむと、いみじう<ゆかしく>思されければ、御簾を押し開けて、『あの男、こち寄れ』と、召しければ、,已然形,連体形,終止形,連用形,連用形
Q00288,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。, 世の中に「長恨歌」といふ書を物語に書きてある所あんなりと聞くに、いみじく<ゆかしけれ>ど、,已然形,連体形,終止形,連用形,已然形
